CustomerID,Recency,Frequency,Monetary,AvgOrderValue,StdOrderValue,TotalTransactions,UniqueProducts,TotalQuantity,ActiveMonths,LifespanDays,FreqPerMonth,AvgInterPurchaseDays,R_Score,F_Score,M_Score,RFM_Score
15512,156.33,2,121.0,17.29,4.8,7,7,68,2,203.93,1.0,203.93,2,2,1,5
14258,10.12,9,12669.98,114.14,78.3,111,58,7100,8,328.13,1.13,41.02,5,5,5,15
17519,18.07,6,1844.02,22.49,15.99,82,60,1236,6,351.06,1.0,70.21,4,5,4,13
15543,289.12,1,127.86,4.57,3.5,28,26,86,1,0.0,1.0,53.46,1,1,1,3
12727,11.27,7,3980.7,28.64,28.31,139,109,2098,6,309.85,1.17,51.64,5,5,5,15
13141,85.35,5,2388.75,17.69,10.05,135,113,1548,4,230.87,1.25,57.72,2,4,5,11
13873,120.34,3,389.6,16.94,4.85,23,21,140,3,190.02,1.0,95.01,2,3,2,7
14114,274.36,2,386.53,25.77,19.19,15,15,101,2,56.94,1.0,56.94,1,2,2,5
14731,48.1,3,380.02,8.44,6.56,45,38,256,2,165.12,1.5,82.56,3,3,2,8
15389,173.08,1,500.0,500.0,0.0,1,1,400,1,0.0,1.0,53.46,2,1,3,6
14002,135.1,2,529.73,11.27,5.52,47,47,877,1,22.04,2.0,22.04,2,2,3,7
15261,136.13,1,254.82,13.41,6.91,19,19,270,1,0.0,1.0,53.46,2,1,2,5
12492,64.13,2,263.21,13.16,5.37,20,19,192,2,42.02,1.0,42.02,3,2,2,7
18200,106.98,1,163.8,5.12,4.09,32,29,111,1,0.0,1.0,53.46,2,1,1,4
16298,23.26,3,598.2,22.16,17.2,27,22,198,3,164.08,1.0,82.04,4,3,3,10
17432,19.03,2,365.76,7.62,7.42,48,44,207,1,19.0,2.0,19.0,4,2,2,8
12552,39.35,2,437.82,21.89,23.76,20,20,88,2,0.91,1.0,0.91,3,2,2,7
14904,3.23,2,1025.44,14.86,16.19,69,66,1985,2,23.15,1.0,23.15,5,2,4,11
14107,52.26,7,2703.23,21.98,12.75,123,61,1793,7,312.95,1.0,52.16,3,5,5,13
17213,41.14,7,2781.23,17.71,5.94,157,85,1176,4,326.08,1.75,54.35,3,5,5,13
16520,187.21,3,1046.57,6.71,5.97,156,129,558,3,179.01,1.0,89.51,1,3,4,8
12971,4.25,86,11189.91,36.69,36.56,305,94,9289,13,368.82,6.62,4.34,5,5,5,15
13491,52.41,10,1215.82,14.14,5.5,86,73,903,7,320.75,1.43,35.64,3,5,4,12
15923,373.25,1,127.08,6.05,4.86,21,21,122,1,0.0,1.0,53.46,1,1,1,3
12724,6.1,4,1031.41,19.46,8.81,53,47,445,4,327.04,1.0,109.01,5,4,4,13
15422,324.09,2,97.7,16.28,4.02,6,6,38,1,0.08,2.0,0.08,1,2,1,4
15222,319.43,1,585.0,117.0,48.42,5,5,440,1,0.0,1.0,53.46,1,1,3,5
13184,15.26,10,1701.29,9.4,9.7,181,138,1692,6,275.78,1.67,30.64,4,5,4,13
18145,13.29,4,2861.55,12.95,6.25,221,174,2625,4,299.97,1.0,99.99,5,4,5,14
13330,93.25,3,1140.93,21.53,12.38,53,37,751,3,223.1,1.0,111.55,2,3,4,9
15832,255.12,1,836.79,15.5,3.87,54,54,465,1,0.0,1.0,53.46,1,1,3,5
15756,62.2,4,532.96,2.78,2.11,192,160,242,4,187.98,1.0,62.66,3,4,3,10
17723,127.99,6,3276.4,327.64,295.36,10,4,792,4,87.16,1.5,17.43,2,5,5,12
17345,16.14,4,537.74,6.18,6.92,87,70,346,3,181.11,1.33,60.37,4,4,3,11
13940,18.13,4,839.14,17.13,7.46,49,39,516,4,126.97,1.0,42.32,4,4,3,11
15438,132.17,1,156.58,6.26,3.97,25,25,59,1,0.0,1.0,53.46,2,1,1,4
15523,85.08,1,412.01,41.2,71.38,10,10,132,1,0.0,1.0,53.46,2,1,2,5
12371,45.34,2,1887.96,29.97,44.28,63,63,591,1,14.98,2.0,14.98,3,2,4,9
16803,66.16,1,332.3,13.85,4.36,24,24,245,1,0.0,1.0,53.46,3,1,2,6
16680,44.03,1,183.7,18.37,3.54,10,10,94,1,0.0,1.0,53.46,3,1,1,5
17650,22.14,1,166.08,20.76,9.42,8,8,150,1,0.0,1.0,53.46,4,1,1,6
12413,67.39,3,758.1,19.95,10.27,38,29,286,3,270.7,1.0,135.35,3,3,3,9
16477,64.36,7,2494.46,17.09,5.41,146,111,1415,6,307.87,1.17,51.31,3,5,5,13
14062,10.34,12,10464.85,94.28,93.16,111,60,5593,8,354.76,1.5,32.25,5,5,5,15
14896,205.33,2,468.77,10.9,8.75,43,43,279,2,160.91,1.0,160.91,1,2,2,5
13144,333.3,1,110.95,36.98,23.18,3,3,21,1,0.0,1.0,53.46,1,1,1,3
13707,268.01,2,806.41,16.8,9.25,48,48,351,2,48.19,1.0,48.19,1,2,3,6
13666,61.11,3,84.65,7.05,5.9,12,12,41,2,227.11,1.5,113.56,3,3,1,7
13880,22.19,13,3219.77,19.51,9.21,165,125,1842,10,345.99,1.3,28.83,4,5,5,14
16841,37.27,6,1869.82,16.12,14.34,116,101,2250,5,250.97,1.2,50.19,3,5,4,12
14046,285.15,1,154.99,11.07,10.53,14,14,460,1,0.0,1.0,53.46,1,1,1,3
15206,11.19,4,420.3,46.7,21.75,9,3,162,4,265.2,1.0,88.4,5,4,2,11
12937,16.14,4,1504.27,12.54,12.06,120,81,1007,4,252.03,1.0,84.01,4,4,4,12
17115,9.16,3,837.5,21.47,14.03,39,33,372,3,224.99,1.0,112.5,5,3,3,11
16641,106.23,1,231.1,19.26,5.13,12,12,256,1,0.0,1.0,53.46,2,1,1,4
12906,12.35,5,2919.81,46.35,55.31,63,55,1749,2,66.79,2.5,16.7,5,4,5,14
16345,45.1,1,575.41,15.14,15.77,38,35,289,1,0.0,1.0,53.46,3,1,3,7
14216,4.14,4,1839.3,31.17,39.74,59,47,594,2,34.17,2.0,11.39,5,4,4,13
16017,48.23,1,211.88,6.62,4.24,32,26,102,1,0.0,1.0,53.46,3,1,1,5
15009,13.2,3,1261.78,6.93,6.77,182,148,642,1,12.83,3.0,6.42,5,3,4,12
17885,13.15,1,190.19,2.97,2.35,64,50,167,1,0.0,1.0,53.46,5,1,1,7
14126,8.27,3,706.13,47.08,73.92,15,14,508,2,2.98,1.5,1.49,5,3,3,11
15867,6.2,15,3812.64,8.27,7.54,461,302,2054,12,363.97,1.25,26.0,5,5,5,15
12480,29.14,4,3281.63,21.31,28.91,154,129,1707,4,307.98,1.0,102.66,4,4,5,13
15856,5.05,27,16387.57,25.41,35.37,645,295,11005,11,361.15,2.45,13.89,5,5,5,15
17315,2.25,38,6292.26,13.3,20.28,473,256,3888,13,355.99,2.92,9.62,5,5,5,15
14217,2.27,17,2004.98,20.05,14.04,100,78,689,12,364.93,1.42,22.81,5,5,4,14
16306,214.26,6,632.27,15.42,9.82,41,36,487,4,153.87,1.5,30.77,1,5,3,9
15606,62.11,9,2920.16,37.92,21.89,77,48,892,7,263.15,1.29,32.89,3,5,5,13
14341,46.11,8,2182.28,16.92,8.29,129,109,1403,5,273.08,1.6,39.01,3,5,5,13
18008,71.13,9,2116.19,70.54,160.85,30,24,1581,5,248.12,1.8,31.02,3,5,5,13
14475,72.32,3,925.85,22.04,17.27,42,35,447,3,233.02,1.0,116.51,2,3,3,8
16523,2.38,21,9418.47,32.48,22.83,290,151,4265,11,313.88,1.91,15.69,5,5,5,15
14410,93.13,9,1105.07,5.73,6.5,193,153,571,6,213.23,1.5,26.65,2,5,4,11
16057,17.12,7,2263.12,18.7,5.14,121,109,863,4,268.2,1.75,44.7,4,5,5,14
13716,270.19,1,138.28,6.58,5.09,21,21,138,1,0.0,1.0,53.46,1,1,1,3
14110,4.25,12,5683.15,36.67,52.86,155,94,2445,9,263.1,1.33,23.92,5,5,5,15
16216,268.12,1,914.93,24.73,26.35,37,37,254,1,0.0,1.0,53.46,1,1,3,5
14538,65.33,2,388.25,20.43,10.53,19,19,155,2,191.82,1.0,191.82,3,2,2,7
13492,137.16,3,1269.84,25.4,14.51,50,38,408,2,78.18,1.5,39.09,2,3,4,9
15105,19.06,7,2298.93,22.76,22.57,101,90,1211,4,116.28,1.75,19.38,4,5,5,14
14866,11.27,12,14389.9,145.35,139.51,99,30,6752,6,355.87,2.0,32.35,5,5,5,15
14452,11.26,2,264.44,4.27,2.93,62,55,119,2,83.02,1.0,83.02,5,2,2,9
14381,53.05,1,202.68,3.62,3.6,56,56,146,1,0.0,1.0,53.46,3,1,1,5
17737,10.13,2,168.24,16.82,5.3,10,8,108,2,49.02,1.0,49.02,5,2,1,8
17014,9.17,3,586.33,7.92,10.64,74,63,245,3,58.11,1.0,29.06,5,3,3,11
14382,27.08,1,626.07,4.78,5.29,131,121,1237,1,0.0,1.0,53.46,4,1,3,8
16800,12.18,1,1201.49,7.33,5.59,164,148,540,1,0.0,1.0,53.46,5,1,4,10
16411,20.21,2,214.65,4.77,4.16,45,41,132,2,350.0,1.0,350.0,4,2,1,7
13694,4.37,50,65039.62,114.51,95.07,568,366,63312,13,369.89,3.85,7.55,5,5,5,15
16473,165.38,3,316.11,17.56,6.92,18,18,196,3,171.93,1.0,85.97,2,3,2,7
15987,13.11,7,1451.28,10.37,35.34,140,110,1556,5,356.29,1.4,59.38,5,5,4,14
18085,331.13,2,689.95,23.79,18.0,29,25,265,2,43.13,1.0,43.13,1,2,3,6
13993,43.38,9,3466.36,28.65,28.62,121,66,900,8,287.93,1.13,35.99,3,5,5,13
14185,332.19,1,197.65,65.88,85.91,3,3,6,1,0.0,1.0,53.46,1,1,1,3
17716,23.26,11,5655.99,23.09,17.54,245,171,3072,6,245.06,1.83,24.51,4,5,5,14
16681,73.3,6,1770.34,40.24,26.48,44,18,1407,5,180.89,1.2,36.18,2,5,4,11
15434,9.2,5,1041.48,18.94,10.9,55,40,647,4,191.97,1.25,47.99,5,4,4,13
16113,184.09,1,161.38,5.38,5.51,30,30,176,1,0.0,1.0,53.46,1,1,1,3
16747,38.28,2,836.06,19.91,9.89,42,34,583,2,30.05,1.0,30.05,3,2,3,8
15032,257.14,3,4959.1,95.37,100.37,52,29,2968,2,110.09,1.5,55.05,1,3,5,9
18239,219.24,5,1561.61,17.75,7.99,88,80,795,4,153.78,1.25,38.45,1,4,4,9
15079,213.23,4,895.61,19.06,17.16,47,46,389,3,153.14,1.33,51.05,1,4,3,8
12527,82.27,3,348.71,19.37,13.67,18,18,234,3,243.99,1.0,122.0,2,3,2,7
14023,8.18,2,584.07,18.84,7.94,31,30,345,2,242.92,1.0,242.92,5,2,3,10
16159,282.25,1,348.2,24.87,9.22,14,14,236,1,0.0,1.0,53.46,1,1,2,4
14315,45.26,6,2481.13,24.57,11.9,101,64,1021,5,221.96,1.2,44.39,3,5,5,13
17931,134.99,2,408.36,6.28,9.16,65,63,249,2,121.25,1.0,121.25,2,2,2,6
14205,17.31,2,466.7,19.45,6.1,24,23,204,2,247.83,1.0,247.83,4,2,2,8
16768,48.32,3,478.09,8.85,10.53,54,47,196,3,224.01,1.0,112.01,3,3,2,8
15648,205.1,2,657.35,26.29,11.97,25,23,221,2,62.87,1.0,62.87,1,2,3,6
14645,157.38,2,597.09,19.9,18.31,30,28,381,2,118.97,1.0,118.97,2,2,3,7
15210,226.09,1,331.18,16.56,10.68,20,20,228,1,0.0,1.0,53.46,1,1,2,4
17601,240.01,1,116.01,12.89,9.23,9,9,103,1,0.0,1.0,53.46,1,1,1,3
12703,72.02,1,283.55,13.5,5.23,21,21,164,1,0.0,1.0,53.46,3,1,2,6
14652,78.17,1,114.18,3.94,4.27,29,29,53,1,0.0,1.0,53.46,2,1,1,4
16189,16.27,2,215.48,19.59,13.73,11,9,134,2,69.85,1.0,69.85,4,2,1,7
13176,47.11,1,492.84,6.85,6.5,72,66,453,1,0.0,1.0,53.46,3,1,3,7
12658,19.33,1,686.05,19.06,8.71,36,36,320,1,0.0,1.0,53.46,4,1,3,8
13560,8.21,1,174.37,5.28,2.84,33,32,64,1,0.0,1.0,53.46,5,1,1,7
14688,8.25,21,5630.87,17.22,22.27,327,148,3621,12,366.12,1.75,18.31,5,5,5,15
14766,9.09,6,2473.37,18.32,10.11,135,111,1349,6,358.02,1.0,71.6,5,5,5,15
17732,373.37,1,303.97,16.89,2.57,18,18,93,1,0.0,1.0,53.46,1,1,2,4
13362,10.15,4,3090.74,18.62,8.25,166,128,1382,4,278.13,1.0,92.71,5,4,5,14
14898,24.14,6,1303.52,11.24,14.55,116,86,1020,6,347.98,1.0,69.6,4,5,4,13
13015,54.21,5,3346.28,19.01,21.78,176,156,1617,3,195.95,1.67,48.99,3,4,5,12
16188,45.25,4,981.86,14.65,6.08,67,65,782,3,198.11,1.33,66.04,3,4,4,11
12871,85.13,2,380.64,34.6,47.25,11,8,200,2,123.07,1.0,123.07,2,2,2,6
13397,73.31,5,1544.13,40.64,33.35,38,28,430,5,266.88,1.0,66.72,2,4,4,10
13575,24.21,5,732.07,15.91,5.53,46,41,449,5,152.95,1.0,38.24,4,4,3,11
14820,22.11,4,507.29,17.49,6.97,29,24,253,3,152.03,1.33,50.68,4,4,3,11
12548,167.11,1,95.2,19.04,5.12,5,5,49,1,0.0,1.0,53.46,2,1,1,4
15343,88.18,1,364.5,17.36,6.03,21,21,84,1,0.0,1.0,53.46,2,1,2,5
13212,20.24,3,788.08,5.55,5.51,142,128,310,2,41.91,1.5,20.96,4,3,3,10
18005,4.27,2,249.72,4.16,4.79,60,52,93,2,43.88,1.0,43.88,5,2,1,8
14702,1.95,17,3292.14,9.49,7.53,347,196,1454,11,364.0,1.55,22.75,5,5,5,15
13000,107.32,3,534.85,17.25,12.55,31,30,379,3,258.01,1.0,129.01,2,3,3,8
13269,2.14,15,5346.23,16.92,16.37,316,177,3514,10,368.13,1.5,26.29,5,5,5,15
12370,52.15,4,3545.69,21.23,21.12,167,143,2353,3,309.08,1.33,103.03,3,4,5,12
17491,2.08,10,3558.87,32.65,25.93,109,72,2013,8,366.17,1.25,40.69,5,5,5,15
12651,335.23,1,114.0,12.67,3.9,9,9,78,1,0.0,1.0,53.46,1,1,1,3
17537,30.31,2,897.62,11.97,10.54,75,74,700,2,273.89,1.0,273.89,4,2,3,9
13893,298.28,1,821.1,39.1,64.25,21,21,190,1,0.0,1.0,53.46,1,1,3,5
17515,32.18,4,639.02,7.35,4.86,87,49,243,4,286.98,1.0,95.66,4,4,3,11
13018,17.2,28,7277.7,15.89,7.52,458,313,5435,10,279.1,2.8,10.34,4,5,5,14
14738,43.39,7,1314.45,24.34,14.26,54,39,601,5,273.78,1.4,45.63,3,5,4,12
14504,48.1,4,673.26,6.29,5.03,107,85,308,3,231.06,1.33,77.02,3,4,3,10
13294,190.39,2,873.74,16.18,4.7,54,48,453,2,59.85,1.0,59.85,1,2,3,6
17250,4.25,2,384.52,6.75,8.32,57,55,168,2,257.81,1.0,257.81,5,2,2,9
16325,47.4,3,594.24,33.01,18.47,18,14,194,3,198.98,1.0,99.49,3,3,3,9
17522,2.24,5,1070.71,14.67,14.95,73,59,1034,4,216.83,1.25,54.21,5,4,4,13
15561,12.3,4,800.59,29.65,28.13,27,27,267,3,203.98,1.33,67.99,5,4,3,12
14973,108.1,3,1314.45,41.08,71.41,32,29,369,3,118.15,1.0,59.08,2,3,4,9
16344,159.1,1,101.1,50.55,21.0,2,1,18,1,0.0,1.0,53.46,2,1,1,4
12689,26.41,2,1247.61,17.33,10.35,72,57,628,2,101.94,1.0,101.94,4,2,4,10
12865,27.16,2,1568.23,16.51,7.03,95,86,925,2,97.18,1.0,97.18,4,2,4,10
13500,24.11,3,1166.77,17.95,5.65,65,60,609,2,99.14,1.5,49.57,4,3,4,11
17633,32.2,4,1324.84,18.93,9.97,70,59,644,3,88.9,1.33,29.63,4,4,4,12
14111,15.19,4,692.85,69.29,49.02,10,10,458,4,227.09,1.0,75.7,4,4,3,11
13364,72.0,1,134.96,13.5,5.18,10,10,71,1,0.0,1.0,53.46,3,1,1,5
14757,76.16,1,420.5,22.13,9.0,19,19,160,1,0.0,1.0,53.46,2,1,2,5
18033,66.04,1,97.97,2.88,1.87,34,32,253,1,0.0,1.0,53.46,3,1,1,5
16758,66.15,1,369.34,16.79,15.48,22,22,203,1,0.0,1.0,53.46,3,1,2,6
14184,67.23,1,452.89,18.87,6.43,24,24,127,1,0.0,1.0,53.46,3,1,2,6
16026,44.19,1,236.09,7.38,3.15,32,30,243,1,0.0,1.0,53.46,3,1,1,5
12705,16.21,9,6868.29,20.56,16.37,334,228,3997,7,341.89,1.29,42.74,4,5,5,14
18156,13.25,2,734.94,5.25,4.73,140,100,301,2,357.0,1.0,357.0,5,2,3,10
16676,34.26,4,1592.12,17.89,9.6,89,75,636,4,303.96,1.0,101.32,3,4,4,11
13565,20.16,2,240.22,6.32,5.71,38,35,172,2,315.0,1.0,315.0,4,2,1,7
15100,334.32,3,876.0,292.0,101.15,3,1,80,2,40.06,1.5,20.03,1,3,3,7
17708,188.34,2,267.08,7.63,8.42,35,28,91,2,137.0,1.0,137.0,1,2,2,5
17035,246.29,2,433.53,15.48,6.34,28,27,229,2,65.96,1.0,65.96,1,2,2,5
13309,8.07,5,1456.79,13.61,5.49,107,82,1544,5,301.17,1.0,75.29,5,4,4,13
13157,50.19,4,1741.22,20.01,9.98,87,69,1439,4,248.99,1.0,83.0,3,4,4,11
13121,270.06,1,283.73,5.67,3.8,50,50,252,1,0.0,1.0,53.46,1,1,2,4
16859,145.25,2,747.81,14.38,6.3,52,50,827,2,116.94,1.0,116.94,2,3,3,8
13134,86.32,4,1793.58,18.3,8.53,98,94,1059,3,154.9,1.33,51.63,2,4,4,10
13657,11.24,2,382.14,23.88,17.68,16,16,209,2,191.0,1.0,191.0,5,3,2,10
17252,117.36,2,353.86,4.07,3.08,87,86,193,2,69.71,1.0,69.71,2,3,2,7
14522,25.21,4,974.54,57.33,41.82,17,15,525,3,173.89,1.33,57.96,4,4,4,12
13826,177.19,1,189.5,18.95,5.51,10,10,82,1,0.0,1.0,53.46,2,1,1,4
15599,27.28,2,761.74,14.65,6.7,52,50,718,2,177.94,1.0,177.94,4,3,3,10
12722,86.15,4,997.63,18.82,12.79,53,50,566,3,65.12,1.33,21.71,2,4,4,10
13456,18.38,6,1766.72,28.04,35.71,63,43,765,5,189.74,1.2,37.95,4,5,4,13
14076,130.13,1,122.47,2.66,2.77,46,43,81,1,0.0,1.0,53.46,2,1,1,4
15050,26.09,3,1782.09,22.85,21.2,78,68,1224,2,46.12,1.5,23.06,4,3,4,11
16438,6.31,5,798.35,6.05,5.53,132,74,463,4,76.89,1.25,19.22,5,4,3,12
16311,18.39,2,616.26,16.66,6.7,37,35,394,2,31.82,1.0,31.82,4,3,3,10
15435,23.07,1,149.29,5.15,2.85,29,29,54,1,0.0,1.0,53.46,4,1,1,6
17236,13.26,6,916.13,8.73,9.82,105,88,474,6,350.01,1.0,70.0,5,5,3,13
15945,366.21,1,181.0,90.5,108.75,2,2,52,1,0.0,1.0,53.46,1,1,1,3
14209,11.33,6,2073.43,23.83,16.26,87,55,691,6,321.89,1.0,64.38,5,5,5,15
17843,304.12,1,205.48,5.55,3.71,37,36,113,1,0.0,1.0,53.46,1,1,1,3
14439,320.28,1,2661.24,83.16,39.46,32,32,526,1,0.0,1.0,53.46,1,1,5,7
17162,29.28,10,1715.46,16.49,5.64,104,81,1001,6,276.96,1.67,30.77,4,5,4,13
12432,43.28,5,5059.32,46.85,75.68,108,107,1801,2,129.93,2.5,32.48,3,4,5,12
16892,2.21,5,525.54,5.31,5.11,99,87,239,3,182.07,1.67,45.52,5,4,3,12
14400,150.1,1,574.7,22.99,20.24,25,25,454,1,0.0,1.0,53.46,2,1,3,6
16574,72.2,1,451.44,16.12,5.62,28,28,416,1,0.0,1.0,53.46,3,1,2,6
17427,72.29,1,100.8,50.4,28.85,2,2,34,1,0.0,1.0,53.46,3,1,1,5
12536,44.17,3,12601.83,48.28,362.18,261,260,2803,1,15.98,3.0,7.99,3,3,5,11
14910,3.34,4,434.35,14.48,4.71,30,25,238,3,51.96,1.33,17.32,5,4,2,11
12491,39.25,1,460.4,17.71,9.37,26,25,260,1,0.0,1.0,53.46,3,1,2,6
17878,44.29,1,379.45,14.59,10.48,26,26,401,1,0.0,1.0,53.46,3,1,2,6
15539,8.2,1,538.46,13.13,12.7,41,41,410,1,0.0,1.0,53.46,5,1,3,9
15192,120.28,3,1044.32,20.48,14.19,51,36,918,3,245.86,1.0,122.93,2,3,4,9
17869,108.09,5,428.18,10.7,9.79,40,37,111,4,260.96,1.25,65.24,2,4,2,8
13094,22.18,12,1927.32,80.31,23.22,24,4,1716,10,347.15,1.2,31.56,4,5,4,13
18283,4.26,16,2094.88,2.77,2.55,756,263,1397,10,333.91,1.6,22.26,5,5,5,15
14030,19.06,8,2360.09,9.71,21.85,243,210,1479,6,348.03,1.33,49.72,4,5,5,14
13280,123.21,3,814.86,9.59,5.56,85,67,522,2,214.84,1.5,107.42,2,3,3,8
14312,47.36,6,1611.59,18.52,8.49,87,74,1012,6,290.72,1.0,58.14,3,5,4,12
14127,123.31,3,709.71,16.13,5.03,44,39,321,3,187.93,1.0,93.97,2,3,3,8
15644,167.14,4,813.0,3.42,3.03,238,166,557,2,94.97,2.0,31.66,2,4,3,9
17398,115.36,3,653.38,17.19,8.11,38,30,310,3,140.86,1.0,70.43,2,3,3,8
14075,5.4,3,942.26,21.91,14.63,43,33,754,3,256.67,1.0,128.34,5,3,3,11
12447,244.2,1,476.49,18.33,7.18,26,26,190,1,0.0,1.0,53.46,1,1,2,4
13778,104.12,1,178.7,19.86,8.12,9,9,70,1,0.0,1.0,53.46,2,1,1,4
13026,2.06,5,975.36,24.38,27.83,40,32,1620,5,274.22,1.0,68.56,5,4,4,13
15568,3.29,3,758.29,14.31,15.11,53,27,461,3,70.87,1.0,35.44,5,3,3,11
15837,65.39,1,391.98,16.33,4.7,24,24,189,1,0.0,1.0,53.46,3,1,2,6
17119,4.15,2,606.91,17.34,5.99,35,35,334,2,56.15,1.0,56.15,5,3,3,11
13352,61.18,1,397.98,16.58,8.6,24,24,321,1,0.0,1.0,53.46,3,1,2,6
17221,8.2,2,335.13,5.32,10.56,63,59,288,2,28.83,1.0,28.83,5,3,2,10
13363,18.24,2,992.5,16.54,8.48,60,47,710,2,26.08,1.0,26.08,4,3,4,11
13978,15.28,2,196.79,13.12,12.52,15,14,315,2,30.86,1.0,30.86,4,3,1,8
12966,10.24,1,160.18,16.02,3.96,10,10,75,1,0.0,1.0,53.46,5,1,1,7
17634,37.22,9,2361.97,7.95,9.84,297,209,840,8,301.02,1.13,37.63,3,5,5,13
15311,1.26,91,60767.9,25.54,46.53,2379,567,38194,13,373.1,7.0,4.15,5,5,5,15
15555,13.08,16,4805.17,5.35,6.34,899,401,4439,9,357.07,1.78,23.8,5,5,5,15
18178,129.37,4,1590.81,16.4,4.86,97,80,983,4,235.87,1.0,78.62,2,4,4,10
14524,32.24,9,1867.68,9.2,11.66,203,161,676,6,329.06,1.5,41.13,4,5,4,13
13034,55.25,2,642.77,17.37,4.89,37,37,369,2,314.9,1.0,314.9,3,3,3,9
13345,288.39,1,389.5,19.48,7.68,20,20,141,1,0.0,1.0,53.46,1,1,2,4
12360,53.12,3,2662.06,20.64,21.39,129,105,1165,3,148.24,1.0,74.12,3,3,5,11
15791,44.34,2,1612.69,21.5,11.69,75,66,731,2,160.79,1.0,160.79,3,3,4,10
16532,18.3,3,6748.8,1687.2,888.23,4,2,2016,3,320.94,1.0,160.47,4,3,5,12
13928,11.32,4,464.57,17.21,6.32,27,23,129,3,122.77,1.33,40.92,5,4,2,11
16215,81.33,1,242.35,17.31,3.99,14,14,104,1,0.0,1.0,53.46,2,1,1,4
14859,13.29,4,1353.74,23.34,11.33,58,47,671,3,191.86,1.33,63.95,5,4,4,13
13602,65.27,1,428.89,18.65,6.71,23,23,267,1,0.0,1.0,53.46,3,1,2,6
12519,64.37,1,340.84,18.94,10.91,18,17,183,1,0.0,1.0,53.46,3,1,2,6
17011,31.2,1,270.9,18.06,5.98,15,15,186,1,0.0,1.0,53.46,4,1,2,7
14057,24.33,17,6217.96,21.89,28.87,284,179,4876,11,336.93,1.55,21.06,4,5,5,14
15456,284.19,3,447.22,7.45,5.11,60,48,660,2,75.93,1.5,37.97,1,3,2,6
16081,57.22,5,2806.9,12.37,11.02,227,175,1477,5,310.08,1.0,77.52,3,4,5,12
18075,24.12,10,2611.75,18.39,9.3,142,97,1464,9,337.19,1.11,37.47,4,5,5,14
13854,9.38,25,8109.52,73.72,65.01,110,39,2296,12,356.93,2.08,14.87,5,5,5,15
13782,13.27,6,912.0,7.93,5.48,115,96,371,5,315.03,1.2,63.01,5,5,3,13
13744,96.13,2,1156.36,16.06,10.95,72,54,1249,2,197.05,1.0,197.05,2,3,4,9
13064,13.24,4,1119.49,16.22,10.5,69,51,516,4,314.95,1.0,104.98,5,4,4,13
13863,248.33,1,305.78,15.29,5.34,20,20,224,1,0.0,1.0,53.46,1,1,2,4
13719,16.12,5,1041.68,17.36,6.77,60,56,609,4,219.06,1.25,54.77,4,4,4,12
14038,79.2,3,1560.38,16.96,4.66,92,64,965,3,128.98,1.0,64.49,2,3,4,9
17265,139.31,2,562.9,4.43,3.71,127,106,394,2,41.95,1.0,41.95,2,3,3,8
13224,61.14,2,2155.95,19.96,21.88,108,101,1518,2,91.03,1.0,91.03,3,3,5,11
17554,2.17,5,1952.45,22.19,18.02,88,58,1763,5,146.76,1.0,36.69,5,4,4,13
17694,142.26,1,283.12,18.87,9.73,15,15,184,1,0.0,1.0,53.46,2,1,2,5
14139,47.2,1,415.82,15.99,10.68,26,26,510,1,0.0,1.0,53.46,3,1,2,6
18154,4.07,2,399.19,19.01,6.35,21,15,255,2,40.25,1.0,40.25,5,3,2,10
17510,25.35,1,308.48,15.42,5.41,20,20,214,1,0.0,1.0,53.46,4,1,2,7
13221,241.06,2,847.41,12.84,9.85,66,62,244,2,119.15,1.0,119.15,1,3,3,7
18106,330.25,1,430.7,11.04,14.18,39,33,128,1,0.0,1.0,53.46,1,1,2,4
17463,17.19,5,1896.41,8.82,6.33,215,162,1095,5,296.91,1.0,74.23,4,4,4,12
13636,37.33,5,949.12,15.07,5.52,63,57,592,5,248.83,1.0,62.21,3,4,4,11
14476,258.11,1,215.7,11.35,6.5,19,17,132,1,0.0,1.0,53.46,1,1,1,3
13311,5.23,2,598.57,23.02,21.08,26,25,305,2,145.94,1.0,145.94,5,3,3,11
14050,32.35,2,746.36,13.82,5.1,54,49,689,2,74.84,1.0,74.84,4,3,3,10
12923,65.08,1,176.97,6.1,5.24,29,28,69,1,0.0,1.0,53.46,3,1,1,5
13153,6.25,1,486.22,32.41,40.68,15,15,418,1,0.0,1.0,53.46,5,1,2,8
14081,303.09,2,934.52,6.11,4.33,153,126,596,2,67.02,1.0,67.02,1,3,3,7
15281,59.38,9,2332.15,16.78,6.09,139,121,1211,6,274.72,1.5,34.34,3,5,5,13
12395,20.12,12,3018.63,19.35,12.64,156,91,2118,8,351.95,1.5,32.0,4,5,5,14
12647,23.23,12,3722.82,30.77,29.12,121,78,1431,8,346.95,1.5,31.54,4,5,5,14
17041,27.29,3,1081.57,15.45,7.2,70,59,951,3,333.98,1.0,166.99,4,3,4,11
17175,45.12,4,1443.69,22.92,15.52,63,42,866,4,252.02,1.0,84.01,3,4,4,11
16405,303.12,2,167.25,33.45,43.57,5,3,187,1,7.93,2.0,7.93,1,3,1,5
16652,59.36,7,6773.97,57.41,34.01,118,74,3283,5,214.85,1.4,35.81,3,5,5,13
18183,228.12,2,632.07,17.08,5.33,37,36,371,2,47.22,1.0,47.22,1,3,3,7
