CustomerID,Recency,Frequency,Monetary,AvgOrderValue,StdOrderValue,TotalTransactions,UniqueProducts,TotalQuantity,ActiveMonths,LifespanDays,FreqPerMonth,AvgInterPurchaseDays,R_Score,F_Score,M_Score,RFM_Score,CLV_Target,Churned,churn_prob,Cluster,Segment
15561,12.3,4,800.59,29.65,28.13,27,27,267,3,203.98,1.33,67.99,5,4,3,12,350.92,0,0.011864451861137649,1,Lost Cheap
14973,108.1,3,1314.45,41.08,71.41,32,29,369,3,118.15,1.0,59.08,2,3,4,9,0.0,1,0.7517693370659952,1,Lost Cheap
16344,159.1,1,101.1,50.55,21.0,2,1,18,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.7531266618500001,0,Promising
12689,26.41,2,1247.61,17.33,10.35,72,57,628,2,101.94,1.0,101.94,4,2,4,10,736.5799999999999,0,0.06081563336714528,1,Lost Cheap
12865,27.16,2,1568.23,16.51,7.03,95,86,925,2,97.18,1.0,97.18,4,2,4,10,586.85,0,0.05710872371367347,1,Lost Cheap
13500,24.11,3,1166.77,17.95,5.65,65,60,609,2,99.14,1.5,49.57,4,3,4,11,840.37,0,0.01885910155101299,1,Lost Cheap
17633,32.2,4,1324.84,18.93,9.97,70,59,644,3,88.9,1.33,29.63,4,4,4,12,676.23,0,0.01407283473202821,1,Lost Cheap
14111,15.19,4,692.85,69.29,49.02,10,10,458,4,227.09,1.0,75.7,4,4,3,11,397.35,0,0.019340338848204096,1,Lost Cheap
13364,72.0,1,134.96,13.5,5.18,10,10,71,1,0.0,1.0,53.46,3,1,1,5,134.95999999999998,0,0.06967159536781864,1,Lost Cheap
14757,76.16,1,420.5,22.13,9.0,19,19,160,1,0.0,1.0,53.46,2,1,2,5,420.5,0,0.7276533251469526,1,Lost Cheap
18033,66.04,1,97.97,2.88,1.87,34,32,253,1,0.0,1.0,53.46,3,1,1,5,97.97,0,0.04036825915405747,1,Lost Cheap
16758,66.15,1,369.34,16.79,15.48,22,22,203,1,0.0,1.0,53.46,3,1,2,6,369.34000000000003,0,0.03118953058208396,1,Lost Cheap
14184,67.23,1,452.89,18.87,6.43,24,24,127,1,0.0,1.0,53.46,3,1,2,6,452.89,0,0.04374830991131905,1,Lost Cheap
16026,44.19,1,236.09,7.38,3.15,32,30,243,1,0.0,1.0,53.46,3,1,1,5,236.09,0,0.06795890592101586,1,Lost Cheap
12705,16.21,9,6868.29,20.56,16.37,334,228,3997,7,341.89,1.29,42.74,4,5,5,14,2705.77,0,0.00011904761904761905,1,Lost Cheap
18156,13.25,2,734.94,5.25,4.73,140,100,301,2,357.0,1.0,357.0,5,2,3,10,528.71,0,0.006915162271411042,1,Lost Cheap
16676,34.26,4,1592.12,17.89,9.6,89,75,636,4,303.96,1.0,101.32,3,4,4,11,493.62,0,0.008881871722548151,1,Lost Cheap
13565,20.16,2,240.22,6.32,5.71,38,35,172,2,315.0,1.0,315.0,4,2,1,7,130.04,0,0.01730710734099129,1,Lost Cheap
15100,334.32,3,876.0,292.0,101.15,3,1,80,2,40.06,1.5,20.03,1,3,3,7,0.0,1,0.9385595860328086,0,Promising
17708,188.34,2,267.08,7.63,8.42,35,28,91,2,137.0,1.0,137.0,1,2,2,5,0.0,1,0.9496571035399194,0,Promising
17035,246.29,2,433.53,15.48,6.34,28,27,229,2,65.96,1.0,65.96,1,2,2,5,0.0,1,0.9654885759988195,0,Promising
13309,8.07,5,1456.79,13.61,5.49,107,82,1544,5,301.17,1.0,75.29,5,4,4,13,910.15,0,0.004449251446883819,1,Lost Cheap
13157,50.19,4,1741.22,20.01,9.98,87,69,1439,4,248.99,1.0,83.0,3,4,4,11,868.02,0,0.02527550936047794,1,Lost Cheap
13121,270.06,1,283.73,5.67,3.8,50,50,252,1,0.0,1.0,53.46,1,1,2,4,0.0,1,0.9486010446281385,0,Promising
16859,145.25,2,747.81,14.38,6.3,52,50,827,2,116.94,1.0,116.94,2,3,3,8,0.0,1,0.8121057954924643,1,Lost Cheap
13134,86.32,4,1793.58,18.3,8.53,98,94,1059,3,154.9,1.33,51.63,2,4,4,10,907.84,0,0.7292159985773975,1,Lost Cheap
13657,11.24,2,382.14,23.88,17.68,16,16,209,2,191.0,1.0,191.0,5,3,2,10,229.8,0,0.04669048498308044,1,Lost Cheap
17252,117.36,2,353.86,4.07,3.08,87,86,193,2,69.71,1.0,69.71,2,3,2,7,0.0,1,0.7848868432499683,1,Lost Cheap
14522,25.21,4,974.54,57.33,41.82,17,15,525,3,173.89,1.33,57.96,4,4,4,12,695.91,0,0.03786137728113534,1,Lost Cheap
13826,177.19,1,189.5,18.95,5.51,10,10,82,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.8901809678704741,0,Promising
15599,27.28,2,761.74,14.65,6.7,52,50,718,2,177.94,1.0,177.94,4,3,3,10,312.90999999999997,0,0.03905083759305334,1,Lost Cheap
12722,86.15,4,997.63,18.82,12.79,53,50,566,3,65.12,1.33,21.71,2,4,4,10,67.98,0,0.7337526218222648,1,Lost Cheap
13456,18.38,6,1766.72,28.04,35.71,63,43,765,5,189.74,1.2,37.95,4,5,4,13,911.6600000000001,0,0.010229518341734776,1,Lost Cheap
14076,130.13,1,122.47,2.66,2.77,46,43,81,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.896468393729472,1,Lost Cheap
15050,26.09,3,1782.09,22.85,21.2,78,68,1224,2,46.12,1.5,23.06,4,3,4,11,1782.09,0,0.019934220703846147,1,Lost Cheap
16438,6.31,5,798.35,6.05,5.53,132,74,463,4,76.89,1.25,19.22,5,4,3,12,798.35,0,0.006139227211228536,1,Lost Cheap
16311,18.39,2,616.26,16.66,6.7,37,35,394,2,31.82,1.0,31.82,4,3,3,10,616.26,0,0.03651368691502389,1,Lost Cheap
15435,23.07,1,149.29,5.15,2.85,29,29,54,1,0.0,1.0,53.46,4,1,1,6,149.29,0,0.024328192393699863,1,Lost Cheap
17236,13.26,6,916.13,8.73,9.82,105,88,474,6,350.01,1.0,70.0,5,5,3,13,218.4,0,0.000917791104447776,1,Lost Cheap
15945,366.21,1,181.0,90.5,108.75,2,2,52,1,0.0,1.0,53.46,1,1,1,3,0.0,1,0.9464010717575413,0,Promising
14209,11.33,6,2073.43,23.83,16.26,87,55,691,6,321.89,1.0,64.38,5,5,5,15,197.10000000000002,0,0.0005466155810983398,1,Lost Cheap
17843,304.12,1,205.48,5.55,3.71,37,36,113,1,0.0,1.0,53.46,1,1,1,3,0.0,1,0.931388754560744,0,Promising
14439,320.28,1,2661.24,83.16,39.46,32,32,526,1,0.0,1.0,53.46,1,1,5,7,0.0,1,0.845886970496055,0,Promising
17162,29.28,10,1715.46,16.49,5.64,104,81,1001,6,276.96,1.67,30.77,4,5,4,13,251.8,0,8.771929824561403e-05,1,Lost Cheap
12432,43.28,5,5059.32,46.85,75.68,108,107,1801,2,129.93,2.5,32.48,3,4,5,12,1042.66,0,0.045820538177757685,1,Lost Cheap
16892,2.21,5,525.54,5.31,5.11,99,87,239,3,182.07,1.67,45.52,5,4,3,12,422.56,0,0.022035120402680745,1,Lost Cheap
14400,150.1,1,574.7,22.99,20.24,25,25,454,1,0.0,1.0,53.46,2,1,3,6,0.0,1,0.6413233333172399,0,Promising
16574,72.2,1,451.44,16.12,5.62,28,28,416,1,0.0,1.0,53.46,3,1,2,6,451.44,0,0.03810429440466867,1,Lost Cheap
17427,72.29,1,100.8,50.4,28.85,2,2,34,1,0.0,1.0,53.46,3,1,1,5,100.8,0,0.08893366797291684,1,Lost Cheap
12536,44.17,3,12601.83,48.28,362.18,261,260,2803,1,15.98,3.0,7.99,3,3,5,11,12601.830000000002,0,0.029813034410796687,1,Lost Cheap
14910,3.34,4,434.35,14.48,4.71,30,25,238,3,51.96,1.33,17.32,5,4,2,11,434.35,0,0.026989012568497874,1,Lost Cheap
12491,39.25,1,460.4,17.71,9.37,26,25,260,1,0.0,1.0,53.46,3,1,2,6,460.40000000000003,0,0.031206791804732088,1,Lost Cheap
17878,44.29,1,379.45,14.59,10.48,26,26,401,1,0.0,1.0,53.46,3,1,2,6,379.45,0,0.031843231149326044,1,Lost Cheap
15539,8.2,1,538.46,13.13,12.7,41,41,410,1,0.0,1.0,53.46,5,1,3,9,538.46,0,0.03780386180124491,1,Lost Cheap
15192,120.28,3,1044.32,20.48,14.19,51,36,918,3,245.86,1.0,122.93,2,3,4,9,0.0,1,0.37109698527204366,1,Lost Cheap
17869,108.09,5,428.18,10.7,9.79,40,37,111,4,260.96,1.25,65.24,2,4,2,8,0.0,1,0.740170074932461,1,Lost Cheap
13094,22.18,12,1927.32,80.31,23.22,24,4,1716,10,347.15,1.2,31.56,4,5,4,13,381.6,0,0.01673574297188755,1,Lost Cheap
18283,4.26,16,2094.88,2.77,2.55,756,263,1397,10,333.91,1.6,22.26,5,5,5,15,974.21,0,0.0,4,At-Risk
14030,19.06,8,2360.09,9.71,21.85,243,210,1479,6,348.03,1.33,49.72,4,5,5,14,702.59,0,0.00011904761904761905,1,Lost Cheap
13280,123.21,3,814.86,9.59,5.56,85,67,522,2,214.84,1.5,107.42,2,3,3,8,0.0,1,0.7143595914533314,1,Lost Cheap
14312,47.36,6,1611.59,18.52,8.49,87,74,1012,6,290.72,1.0,58.14,3,5,4,12,757.0,0,0.0021124071395810526,1,Lost Cheap
14127,123.31,3,709.71,16.13,5.03,44,39,321,3,187.93,1.0,93.97,2,3,3,8,0.0,1,0.7710789146862068,1,Lost Cheap
15644,167.14,4,813.0,3.42,3.03,238,166,557,2,94.97,2.0,31.66,2,4,3,9,0.0,1,0.808936434096237,0,Promising
17398,115.36,3,653.38,17.19,8.11,38,30,310,3,140.86,1.0,70.43,2,3,3,8,0.0,1,0.8154635252757921,1,Lost Cheap
14075,5.4,3,942.26,21.91,14.63,43,33,754,3,256.67,1.0,128.34,5,3,3,11,634.34,0,0.012640818315448514,1,Lost Cheap
12447,244.2,1,476.49,18.33,7.18,26,26,190,1,0.0,1.0,53.46,1,1,2,4,0.0,1,0.9857454678355255,0,Promising
13778,104.12,1,178.7,19.86,8.12,9,9,70,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.8624682262922937,1,Lost Cheap
13026,2.06,5,975.36,24.38,27.83,40,32,1620,5,274.22,1.0,68.56,5,4,4,13,731.64,0,0.0017734655422728819,1,Lost Cheap
15568,3.29,3,758.29,14.31,15.11,53,27,461,3,70.87,1.0,35.44,5,3,3,11,758.29,0,0.030662618664703684,1,Lost Cheap
15837,65.39,1,391.98,16.33,4.7,24,24,189,1,0.0,1.0,53.46,3,1,2,6,391.98,0,0.030960924697161506,1,Lost Cheap
17119,4.15,2,606.91,17.34,5.99,35,35,334,2,56.15,1.0,56.15,5,3,3,11,606.91,0,0.03088204658497338,1,Lost Cheap
13352,61.18,1,397.98,16.58,8.6,24,24,321,1,0.0,1.0,53.46,3,1,2,6,397.97999999999996,0,0.029858548937286504,1,Lost Cheap
17221,8.2,2,335.13,5.32,10.56,63,59,288,2,28.83,1.0,28.83,5,3,2,10,335.13,0,0.02280868624674749,1,Lost Cheap
13363,18.24,2,992.5,16.54,8.48,60,47,710,2,26.08,1.0,26.08,4,3,4,11,992.5,0,0.026367737420369585,1,Lost Cheap
13978,15.28,2,196.79,13.12,12.52,15,14,315,2,30.86,1.0,30.86,4,3,1,8,196.79000000000002,0,0.04678473953338733,1,Lost Cheap
12966,10.24,1,160.18,16.02,3.96,10,10,75,1,0.0,1.0,53.46,5,1,1,7,160.18,0,0.02548009656913189,1,Lost Cheap
17634,37.22,9,2361.97,7.95,9.84,297,209,840,8,301.02,1.13,37.63,3,5,5,13,441.31,0,0.00011904761904761905,1,Lost Cheap
15311,1.26,91,60767.9,25.54,46.53,2379,567,38194,13,373.1,7.0,4.15,5,5,5,15,14612.42,0,0.0,2,Champions
15555,13.08,16,4805.17,5.35,6.34,899,401,4439,9,357.07,1.78,23.8,5,5,5,15,1985.23,0,0.0,4,At-Risk
18178,129.37,4,1590.81,16.4,4.86,97,80,983,4,235.87,1.0,78.62,2,4,4,10,0.0,1,0.751109223388867,1,Lost Cheap
14524,32.24,9,1867.68,9.2,11.66,203,161,676,6,329.06,1.5,41.13,4,5,4,13,814.96,0,0.0005602240896358544,1,Lost Cheap
13034,55.25,2,642.77,17.37,4.89,37,37,369,2,314.9,1.0,314.9,3,3,3,9,476.90999999999997,0,0.0038433449715002278,1,Lost Cheap
13345,288.39,1,389.5,19.48,7.68,20,20,141,1,0.0,1.0,53.46,1,1,2,4,0.0,1,0.9791750147288418,0,Promising
12360,53.12,3,2662.06,20.64,21.39,129,105,1165,3,148.24,1.0,74.12,3,3,5,11,1043.78,0,0.02507561710972791,1,Lost Cheap
15791,44.34,2,1612.69,21.5,11.69,75,66,731,2,160.79,1.0,160.79,3,3,4,10,389.45000000000005,0,0.051929081528031384,1,Lost Cheap
16532,18.3,3,6748.8,1687.2,888.23,4,2,2016,3,320.94,1.0,160.47,4,3,5,12,2232.0,0,0.04085820895522388,1,Lost Cheap
13928,11.32,4,464.57,17.21,6.32,27,23,129,3,122.77,1.33,40.92,5,4,2,11,239.12,0,0.035883312190389635,1,Lost Cheap
16215,81.33,1,242.35,17.31,3.99,14,14,104,1,0.0,1.0,53.46,2,1,1,4,242.35,0,0.7401433995553574,1,Lost Cheap
14859,13.29,4,1353.74,23.34,11.33,58,47,671,3,191.86,1.33,63.95,5,4,4,13,1056.88,0,0.011986388809718165,1,Lost Cheap
13602,65.27,1,428.89,18.65,6.71,23,23,267,1,0.0,1.0,53.46,3,1,2,6,428.89,0,0.028669875854400145,1,Lost Cheap
12519,64.37,1,340.84,18.94,10.91,18,17,183,1,0.0,1.0,53.46,3,1,2,6,340.84,0,0.02607055514353493,1,Lost Cheap
17011,31.2,1,270.9,18.06,5.98,15,15,186,1,0.0,1.0,53.46,4,1,2,7,270.9,0,0.013977110738174602,1,Lost Cheap
14057,24.33,17,6217.96,21.89,28.87,284,179,4876,11,336.93,1.55,21.06,4,5,5,14,1405.98,0,0.0,4,At-Risk
15456,284.19,3,447.22,7.45,5.11,60,48,660,2,75.93,1.5,37.97,1,3,2,6,0.0,1,0.9001386221400455,0,Promising
16081,57.22,5,2806.9,12.37,11.02,227,175,1477,5,310.08,1.0,77.52,3,4,5,12,1814.53,0,0.00507331106806179,1,Lost Cheap
18075,24.12,10,2611.75,18.39,9.3,142,97,1464,9,337.19,1.11,37.47,4,5,5,14,654.0,0,0.0,1,Lost Cheap
13854,9.38,25,8109.52,73.72,65.01,110,39,2296,12,356.93,2.08,14.87,5,5,5,15,1964.36,0,0.0007692307692307692,4,At-Risk
13782,13.27,6,912.0,7.93,5.48,115,96,371,5,315.03,1.2,63.01,5,5,3,13,424.07,0,0.005630434782608697,1,Lost Cheap
13744,96.13,2,1156.36,16.06,10.95,72,54,1249,2,197.05,1.0,197.05,2,3,4,9,0.0,1,0.5322815001840587,1,Lost Cheap
13064,13.24,4,1119.49,16.22,10.5,69,51,516,4,314.95,1.0,104.98,5,4,4,13,460.24,0,0.0022642623261888008,1,Lost Cheap
13863,248.33,1,305.78,15.29,5.34,20,20,224,1,0.0,1.0,53.46,1,1,2,4,0.0,1,0.9630103284322655,0,Promising
13719,16.12,5,1041.68,17.36,6.77,60,56,609,4,219.06,1.25,54.77,4,4,4,12,702.94,0,0.00663288663175347,1,Lost Cheap
14038,79.2,3,1560.38,16.96,4.66,92,64,965,3,128.98,1.0,64.49,2,3,4,9,473.96,0,0.7021596951652335,1,Lost Cheap
17265,139.31,2,562.9,4.43,3.71,127,106,394,2,41.95,1.0,41.95,2,3,3,8,0.0,1,0.8264042099044383,1,Lost Cheap
13224,61.14,2,2155.95,19.96,21.88,108,101,1518,2,91.03,1.0,91.03,3,3,5,11,943.69,0,0.036960528295211785,1,Lost Cheap
17554,2.17,5,1952.45,22.19,18.02,88,58,1763,5,146.76,1.0,36.69,5,4,4,13,702.5600000000001,0,0.012370716730230664,1,Lost Cheap
17694,142.26,1,283.12,18.87,9.73,15,15,184,1,0.0,1.0,53.46,2,1,2,5,0.0,1,0.8216829468649637,1,Lost Cheap
14139,47.2,1,415.82,15.99,10.68,26,26,510,1,0.0,1.0,53.46,3,1,2,6,415.82,0,0.040806871736418164,1,Lost Cheap
18154,4.07,2,399.19,19.01,6.35,21,15,255,2,40.25,1.0,40.25,5,3,2,10,399.19,0,0.03688742742298045,1,Lost Cheap
17510,25.35,1,308.48,15.42,5.41,20,20,214,1,0.0,1.0,53.46,4,1,2,7,308.48,0,0.01825578328179277,1,Lost Cheap
13221,241.06,2,847.41,12.84,9.85,66,62,244,2,119.15,1.0,119.15,1,3,3,7,0.0,1,0.903981201555213,0,Promising
18106,330.25,1,430.7,11.04,14.18,39,33,128,1,0.0,1.0,53.46,1,1,2,4,0.0,1,0.9525996720151726,0,Promising
17463,17.19,5,1896.41,8.82,6.33,215,162,1095,5,296.91,1.0,74.23,4,4,4,12,650.77,0,0.0018116459373025689,1,Lost Cheap
13636,37.33,5,949.12,15.07,5.52,63,57,592,5,248.83,1.0,62.21,3,4,4,11,302.57,0,0.026993470401029732,1,Lost Cheap
14476,258.11,1,215.7,11.35,6.5,19,17,132,1,0.0,1.0,53.46,1,1,1,3,0.0,1,0.9731650207621025,0,Promising
13311,5.23,2,598.57,23.02,21.08,26,25,305,2,145.94,1.0,145.94,5,3,3,11,108.46000000000001,0,0.029466210901302022,1,Lost Cheap
14050,32.35,2,746.36,13.82,5.1,54,49,689,2,74.84,1.0,74.84,4,3,3,10,260.38,0,0.04061012325293859,1,Lost Cheap
12923,65.08,1,176.97,6.1,5.24,29,28,69,1,0.0,1.0,53.46,3,1,1,5,176.97,0,0.08508067416725573,1,Lost Cheap
13153,6.25,1,486.22,32.41,40.68,15,15,418,1,0.0,1.0,53.46,5,1,2,8,486.22,0,0.03505462722483209,1,Lost Cheap
14081,303.09,2,934.52,6.11,4.33,153,126,596,2,67.02,1.0,67.02,1,3,3,7,0.0,1,0.9075215695272604,0,Promising
15281,59.38,9,2332.15,16.78,6.09,139,121,1211,6,274.72,1.5,34.34,3,5,5,13,140.37,0,8.771929824561403e-05,1,Lost Cheap
12395,20.12,12,3018.63,19.35,12.64,156,91,2118,8,351.95,1.5,32.0,4,5,5,14,1119.06,0,0.00011904761904761905,1,Lost Cheap
12647,23.23,12,3722.82,30.77,29.12,121,78,1431,8,346.95,1.5,31.54,4,5,5,14,836.11,0,8.771929824561403e-05,1,Lost Cheap
17041,27.29,3,1081.57,15.45,7.2,70,59,951,3,333.98,1.0,166.99,4,3,4,11,330.68,0,0.003554593506943282,1,Lost Cheap
17175,45.12,4,1443.69,22.92,15.52,63,42,866,4,252.02,1.0,84.01,3,4,4,11,311.06,0,0.021575688385417534,1,Lost Cheap
16405,303.12,2,167.25,33.45,43.57,5,3,187,1,7.93,2.0,7.93,1,3,1,5,0.0,1,0.9364722273290893,0,Promising
16652,59.36,7,6773.97,57.41,34.01,118,74,3283,5,214.85,1.4,35.81,3,5,5,13,2248.1,0,0.01578115823285315,1,Lost Cheap
18183,228.12,2,632.07,17.08,5.33,37,36,371,2,47.22,1.0,47.22,1,3,3,7,0.0,1,0.9132285975237572,0,Promising
15128,61.18,4,1471.0,14.42,7.15,102,74,1343,4,159.06,1.0,53.02,3,4,4,11,300.76,0,0.01775608402617921,1,Lost Cheap
17058,82.34,3,1179.89,19.03,8.68,62,51,592,3,158.04,1.0,79.02,2,3,4,9,360.23,0,0.6101350024544923,1,Lost Cheap
14397,3.37,19,2612.96,30.03,22.83,87,18,1890,8,210.87,2.38,11.72,5,5,5,15,1756.96,0,0.04015708815774449,4,At-Risk
14700,33.15,3,2235.3,19.44,13.91,115,80,1342,3,206.06,1.0,103.03,4,3,5,12,677.6999999999999,0,0.018521198407126686,1,Lost Cheap
12790,193.17,1,324.92,15.47,8.61,21,21,166,1,0.0,1.0,53.46,1,1,2,4,0.0,1,0.9795594426979731,0,Promising
16174,127.2,3,1009.55,43.89,67.4,23,19,651,2,25.17,1.5,12.59,2,3,4,9,0.0,1,0.7929649093827545,1,Lost Cheap
14104,155.23,2,216.21,10.3,18.69,21,21,72,2,11.0,1.0,11.0,2,3,1,6,0.0,1,0.7852096219910901,0,Promising
13307,121.05,1,15.0,15.0,0.0,1,1,4,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.8918049338353099,1,Lost Cheap
13430,19.42,2,679.45,13.87,8.94,49,48,751,2,67.75,1.0,67.75,4,3,3,10,679.45,0,0.038954218087623255,1,Lost Cheap
16924,22.23,3,846.75,10.2,9.4,83,69,493,3,63.0,1.0,31.5,4,3,3,10,846.75,0,0.037301462684413686,1,Lost Cheap
15787,27.14,3,948.05,4.6,4.61,206,156,540,2,35.07,1.5,17.54,4,3,4,11,948.05,0,0.012900678003437836,1,Lost Cheap
17666,4.38,2,728.16,40.45,33.63,18,14,596,2,61.92,1.0,61.92,5,3,3,11,728.16,0,0.036926359280514444,1,Lost Cheap
15870,33.31,1,354.09,4.66,3.85,76,68,335,1,0.0,1.0,53.46,3,1,2,6,354.09000000000003,0,0.058188096769576425,1,Lost Cheap
13040,9.32,2,676.99,15.74,4.58,43,38,355,2,24.86,1.0,24.86,5,3,3,11,676.99,0,0.034969297564201175,1,Lost Cheap
17920,5.16,17,4204.1,6.04,8.37,696,407,2516,10,369.11,1.7,23.07,5,5,5,15,1797.28,0,0.0,4,At-Risk
15919,20.29,2,639.89,4.47,3.78,143,103,545,2,349.0,1.0,349.0,4,3,3,10,369.17,0,0.0029406036639390144,1,Lost Cheap
16235,41.31,5,867.31,18.85,7.08,46,42,330,5,291.8,1.0,72.95,3,4,3,10,202.01999999999998,0,0.00845830151995819,1,Lost Cheap
17507,262.27,2,605.58,6.88,4.21,88,79,359,2,47.74,1.0,47.74,1,3,3,7,0.0,1,0.9258489526144779,0,Promising
17612,54.14,6,2048.45,15.17,15.29,135,116,1808,6,244.18,1.0,48.84,3,5,4,12,365.51,0,0.014191726359142788,1,Lost Cheap
17180,57.11,4,796.03,6.22,7.22,128,91,683,3,259.9,1.33,86.63,3,4,3,10,231.17,0,0.028955920027745333,1,Lost Cheap
14289,9.28,6,911.26,19.39,12.18,47,33,292,6,280.97,1.0,56.19,5,5,3,13,78.48,0,0.005810383697040369,1,Lost Cheap
16842,101.32,3,1264.19,20.07,10.43,63,45,693,3,201.83,1.0,100.92,2,3,4,9,0.0,1,0.641166627944824,1,Lost Cheap
16333,8.25,22,26626.8,591.71,532.88,45,9,32184,9,302.06,2.44,14.38,5,5,5,15,11007.2,0,0.0,4,At-Risk
16031,93.22,2,548.94,5.49,5.77,100,91,423,2,154.95,1.0,154.95,2,3,3,8,243.31,1,0.828951037852532,1,Lost Cheap
12541,30.32,3,981.18,18.87,12.46,52,46,680,3,251.05,1.0,125.53,4,3,4,11,445.03999999999996,0,0.009884391001681751,1,Lost Cheap
12649,108.15,3,623.51,20.11,14.35,31,28,586,2,105.0,1.5,52.5,2,3,3,8,0.0,1,0.816520380283356,1,Lost Cheap
12590,212.14,2,9864.26,145.06,92.93,68,68,4283,1,0.0,2.0,0.0,1,3,5,9,0.0,1,0.8621749029143595,0,Promising
17854,186.08,2,311.26,20.75,30.83,15,15,84,2,41.98,1.0,41.98,1,3,2,6,0.0,1,0.9083026979499007,0,Promising
12517,29.18,5,2502.84,8.81,8.34,284,232,1371,4,161.95,1.25,40.49,4,4,5,13,964.14,0,0.006416373099958401,1,Lost Cheap
17360,18.21,3,585.79,4.44,3.94,132,113,335,2,166.83,1.5,83.42,4,3,3,10,254.84,0,0.014882113449534667,1,Lost Cheap
14451,61.2,2,662.59,6.08,4.02,109,86,389,2,134.04,1.0,134.04,3,3,3,9,302.59,0,0.03398750593292746,1,Lost Cheap
13258,12.37,3,698.58,18.38,16.65,38,28,287,2,193.85,1.5,96.93,5,3,3,11,473.96,0,0.021115051907778678,1,Lost Cheap
14143,134.36,1,115.8,16.54,1.75,7,7,30,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.889483097483149,1,Lost Cheap
18127,20.18,3,348.73,7.42,6.56,47,41,188,2,114.17,1.5,57.09,4,3,2,9,209.13,0,0.03938436273903279,1,Lost Cheap
12667,59.06,1,620.13,18.79,26.12,33,33,395,1,0.0,1.0,53.46,3,1,3,7,620.13,0,0.04440929366545206,1,Lost Cheap
17520,54.26,1,546.81,18.23,7.68,30,30,365,1,0.0,1.0,53.46,3,1,3,7,546.81,0,0.03567104603116423,1,Lost Cheap
13471,2.11,4,2531.58,9.74,7.94,260,214,1590,3,46.11,1.33,15.37,5,4,5,14,2531.58,0,0.007630714083176059,1,Lost Cheap
12984,19.24,1,97.5,24.38,6.55,4,4,26,1,0.0,1.0,53.46,4,1,1,6,97.5,0,0.02900987331996948,1,Lost Cheap
13083,5.14,2,303.75,16.88,9.52,18,15,187,2,71.18,1.0,71.18,5,3,2,10,303.75,0,0.03835457184653935,1,Lost Cheap
17436,2.24,2,216.3,24.03,10.94,9,7,90,2,225.04,1.0,225.04,5,3,1,9,93.89999999999999,0,0.0243634118847899,1,Lost Cheap
16393,3.23,13,3046.21,9.23,8.68,330,120,1576,10,366.99,1.3,30.58,5,5,5,15,1280.94,0,0.000337719298245614,1,Lost Cheap
12782,5.38,5,2330.92,22.63,17.96,103,81,1086,5,352.91,1.0,88.23,5,4,5,14,252.25,0,0.004693360948945533,1,Lost Cheap
16593,51.24,3,330.03,12.22,14.18,27,24,116,3,277.02,1.0,138.51,3,3,2,8,74.53,0,0.021905389216470533,1,Lost Cheap
14411,311.31,1,1063.0,75.93,17.54,14,14,196,1,0.0,1.0,53.46,1,1,4,6,0.0,1,0.8143174281714302,0,Promising
16156,9.23,9,3122.04,24.02,18.98,130,108,1308,8,302.03,1.13,37.75,5,5,5,15,1676.8700000000001,0,0.0,1,Lost Cheap
16757,319.26,1,106.83,15.26,12.4,7,7,81,1,0.0,1.0,53.46,1,1,1,3,0.0,1,0.9724478512528636,0,Promising
14916,71.38,4,1268.98,16.48,7.82,77,72,1136,3,253.74,1.33,84.58,3,4,4,11,567.7,0,0.012309721376332934,1,Lost Cheap
17045,114.05,3,339.44,15.43,14.43,22,20,106,3,134.21,1.0,67.11,2,3,2,7,0.0,1,0.7880571965383284,1,Lost Cheap
17542,270.27,1,170.75,6.83,7.93,25,24,134,1,0.0,1.0,53.46,1,1,1,3,0.0,1,0.9735701294336804,0,Promising
14245,220.4,2,1693.45,15.68,5.86,108,107,976,2,43.92,1.0,43.92,1,3,4,8,0.0,1,0.8944278435951486,0,Promising
15400,93.18,5,716.2,59.68,31.08,12,10,390,4,186.1,1.25,46.53,2,4,3,9,105.0,1,0.7420692954560043,1,Lost Cheap
14482,19.21,6,2068.15,14.36,28.96,144,110,1646,4,220.86,1.5,44.17,4,5,5,14,1602.2,0,0.0037923882684380915,1,Lost Cheap
12930,79.13,2,415.8,16.63,5.45,25,20,252,2,93.08,1.0,93.08,2,3,2,7,194.24,0,0.73921695022591,1,Lost Cheap
13517,60.28,3,2128.42,15.1,4.87,141,125,1369,3,120.12,1.0,60.06,3,3,5,11,516.24,0,0.022276261003707977,1,Lost Cheap
16050,174.28,1,137.9,13.79,6.45,10,10,278,1,0.0,1.0,53.46,2,1,1,4,0.0,1,0.870483653109124,0,Promising
12627,11.26,7,4478.53,19.47,11.93,230,162,2752,5,129.92,1.4,21.65,5,5,5,15,1750.7,0,0.014348356410000434,1,Lost Cheap
13639,75.2,1,1033.34,25.83,38.98,40,39,800,1,0.0,1.0,53.46,2,1,4,7,1033.34,0,0.48052599102613724,1,Lost Cheap
12789,66.2,1,91.85,22.96,11.51,4,4,4,1,0.0,1.0,53.46,3,1,1,5,91.85,0,0.09454997032055795,1,Lost Cheap
